,artist,description,height,image,price,size,title,url_id,width,area,price_sqin,price_class,avg_r_value,avg_g_value,avg_b_value,avg_hue,avg_saturation,avg_value
352,raphael shamma,"My mother used to smoke Players Number 5 from an all-white pack, the brand name printed large in a delicate typeface. She would nonchalantly raise the just lit and perfectly rolled cigarette to her lips, fashionable nail polish glinting in the afternoon sun. And as I say this, I raise the camera to my mind's eye, and there I am with her in that secluded space where all of me is gathered, poised to act, to press the button. I look, I see, the shutter clicks. It all started as a child, much before I had a camera. Now I have one; and when I look at my own images, I discern a quest for harmony, for beauty and for peacefulness. As a man who lives through his eyes, this yearning, this insistence is always with me. I like working outdoors. Light, air and space are oxygen to me; and in general my images reflect that as they tend to be simple and direct- simpy look and you can see. In my world, pictures are about subtle transfers of energy; tiny realignments, really- no drama, no upheavels. These for me are true moments. And for all that I am deeply grateful to Paul Strand, Edward Steichen, Henri Cartier-Bresson, Andre Kertesz, Irving Penn and a multitude of others for teaching me to look at things simply and directly- for the rest truly happens on its own and over time. I am also grateful to and fascinated by the work of photographers like Bill Brandt for showing me that things and people will conform to how we choose to represent them; a reminder that each of us is often the creator of realities that are not just deeply personal but squarely beyond what is commonly known and accepted as the everyday experience. Photography is all of that. It's a big tent as politicians are fond to say. And somewhere in that tent you can find me, busy looking and seeing, joining this and that caucus, moving around, feeding my curiosity, happy.",12.0,http://ecx.images-amazon.com/images/I/41aVARszk2L._QL70_.jpg,550.0,"[u'12', u'18 in.']","Untitled (Lone palm tree at the beach),",B00IWBQWLU,18.0,216.0,2.5462962963,3.0,99.7963123123,117.554696697,132.65390991,71.3857537538,91.7966846847,141.212084084
353,artali,"ARTALI creates a variation on his signature loosely formed squares, this time in a subdued white and magenta palette.",47.24,http://ecx.images-amazon.com/images/I/61%2B8F%2BZlMkL._QL70_.jpg,2945.0,"[u'47.24', u'47.24', u'0.39 in.']","Variation - ARTALI,",B01D3G0D68,47.24,2231.6176,1.31967053854,2.0,180.629603206,112.461194389,92.5618356713,61.7410861723,139.12288978,180.629991984
354,jon bidwell,"VM Microbus 02 is the second in a series of abstract photographs of the body of a 1960's Volkswagen Microbus. Technical Information: This is a limited edition photograph produced on Epson Premium Presentation Fine Art Matte Media using an archival pigment. Each photograph is produced, signed and numbered by the artist. Only one hundred or fewer prints are produced in each series. Prints are delivered in a crystal clear presentation sleeve supported with a white backing board. On 8.5 x 11 media the printed image is 7 x 7 inches, leaving a three quarter inch white border on three sides with a weighted bottom. This white border allows for for easy framing with or without a matte. Perfect for small spaces that need a splash of unique artistry. Please feel free to contact me with any additional questions you may have.",11.0,http://ecx.images-amazon.com/images/I/51QXLph%2B7pL._QL70_.jpg,59.0,"[u'11', u'8.5', u'0.2 in.']","VW Microbus 02,",B00S60YI72,8.5,93.5,0.631016042781,1.0,204.646578005,184.979457801,172.537007673,20.575202046,58.002168798,205.000332481
355,ross lipson,"I've always lived by the saying, Luck is when hard work meets opportunity. It was a beautiful summer evening; I was cruising down the Oregon Coast when I came along a very unique setting. The tide was rolling over rocks a few hundred yards out into the ocean, and the sun was soon to set directly behind. The situation was very risky, but I knew it would be worth it. I gathered my gear, and set out, jumping from rock to rock to get as close as possible. With a nice shake in the leg, I made it. The swell was much bigger than it looked from shore. The waves were coming in overhead and breaking within feet of where I was standing. Fortunately the rocks dissolved the waves, and acted as a barrier, allowing me to stand there. Every few waves would come over and get me, making my legs shake. As I scrambled to set up my equipment, the sun was dropping behind the clouds. The magic then happened. The sky lit up with beautiful pinks, purples and oranges, as the water poured over the rocks right beneath me. As I hit the shutter, my thoughts were confirmed. The risk paid off! It was unquestionably A Beautiful Risk.",12.0,http://ecx.images-amazon.com/images/I/41XZZJFdbKL._QL70_.jpg,315.0,"[u'12', u'18 in.']","12x18 in. Black Wood Ross Lipson A Beautiful Risk,",B0163MJ04A,18.0,216.0,1.45833333333,2.0,138.7348,131.89251358,132.462780247,58.6929530864,31.0598123457,144.73537284
356,jessica m. kaufman,"Greenpoint in Brooklyn, NY is both an industrial haven and a residential neighborhood primarily made up of Polish immigrants that have grown in tandem over the last century.  On a day I was photographing on residential streets, I turned the corner onto this dense block of row-houses, each one displaying an identical and prominent American flag - some with yellow ribbons tied around the trunks of the trees - and I was struck by how well this scene described the betrayal of the American dream.  These were people who had come here to start anew.  They put down roots, created a community, embraced this country and expressed their patriotism loudly. And in return they've been poisoned by their industrial neighbors, and not protected from the known hazards that permeate the water, air, and soil of their homes.  But the flags are still flying. A positive/negative film (Polaroid Type 55) is used: a film with an actual negative in it. The chemical is not cleared from the negative, but left to dry, where it patterns, develops crystals, and eats away at the original image - basically decaying, and then printed in that state. This process removes the viewer's ability to immediately place the image in time: it is disorienting and announces that the work is subjective, conceptual and certainly not documentary.",14.0,http://ecx.images-amazon.com/images/I/61IYATrCo8L._QL70_.jpg,100.0,"[u'14', u'11 in.']","Untitled,",B00LLPXWOO,11.0,154.0,0.649350649351,1.0,119.664914141,117.685782828,106.673045455,26.5977575758,36.9801363636,119.925666667
357,farnaz tahbaz,"Reflection of light on the water photography. Amazing photo of light and shadow on the water taken at Darakeh river in Tehran. Mounted and ready to hang. Semi-Matt, C Print on Fuji Crystal Archive Paper mounted on MDF 9 MM - 30x50 CM",11.81,http://ecx.images-amazon.com/images/I/517fi2adchL._QL70_.jpg,400.0,"[u'11.81', u'19.69', u'0.39 in.']","Beauty of light and darkness on the water , Semi-Matt, C Print on Fuji Crystal Archive Paper mounted on MDF 9-12MM,",B018UUJ0P2,19.69,232.5389,1.72014230737,2.0,70.0394670659,81.9278562874,48.1553053892,47.517748503,166.091137725,85.0582694611
358,frank worth,"For over 60 years, Frank Worth took photographs of his mates. It just so happened that his mates were Frank Sinatra, James Dean, Marilyn Monroe, and many other famous Hollywood stars. An intensely private man, Frank Worth never released his best photos, and his extraordinary collection was only discovered after his death in 1999. It is hard to overstate the importance of this discovery; ""The most extraordinary collection and find of its kind in the last 50 years,"" according to a statement made by Christie's.",25.0,http://ecx.images-amazon.com/images/I/511KNyMSoJL._QL70_.jpg,720.0,"[u'25', u'20 in.']","Elizabeth Taylor classic portrait on set of Giant,",B016V8TECO,20.0,500.0,1.44,2.0,157.021435,156.927305,158.31666,88.16463,2.498845,158.364425
359,wolf ademeit,"In general, animal photographers focus their work on the presentation of animals in the wild, which is purely documentary. Wolf Ademeit sees this as a missed opportunity. He specialises in photographing zoo animals as art photography. He darkens all the picture parts that are not necessary to the portraiture of the animal, allowing us just to focus on the beauty and majesty of these amazing creatures. They are his elegy on an animal world that is tragically disappearing every day.",30.0,http://ecx.images-amazon.com/images/I/515fLNVfGUL._QL70_.jpg,720.0,"[u'30', u'45 in.']","Jaguar,",B016VGHK9K,45.0,1350.0,0.533333333333,1.0,36.7483843844,36.7483843844,36.7483843844,0.0,0.0,36.7483843844
360,will mcbride,"Signed, titled and dated on verso.",16.0,http://ecx.images-amazon.com/images/I/5161CyiaK8L._QL70_.jpg,3500.0,"[u'16', u'20 in.']","John F. Kennedy Speaking at the Paul's Church, Frankfurt,",B00E3HYY4O,20.0,320.0,10.9375,4.0,78.6915412844,78.6915412844,78.6915412844,0.0,0.0,78.6915412844
361,photodf,"The cure for the common poster. Our high quality open edition digital art prints (giclées) are redefining what was traditionally the poster market. Available in pre-set standard sizes on paper or canvas, our Budget Editions (BED) collection is aggressively priced to meet your budget needs and offers the fresh, sophisticated imagery that is distinctively Grand Image. Please note, all prints are on loose paper, unmounted, and have an additional 1 inch trim border.",20.0,http://ecx.images-amazon.com/images/I/61FDyrld0kL._QL70_.jpg,46.0,"[u'20', u'15in.']",Nature Series 831 (paper),B0147U717S,15.0,300.0,0.153333333333,0.0,136.199322997,118.718790698,74.2988682171,27.1405839793,139.602754522,140.642237726
362,klaus rossler,"""Negatives"" series Experiments in reflections, water and light - printed from the colour negative. signed & numbered limited to 25 all materials archival",15.0,http://ecx.images-amazon.com/images/I/61pcUOWZWkL._QL70_.jpg,510.0,"[u'15', u'15 in.']","Negatives #25,",B00DPXZMSY,15.0,225.0,2.26666666667,3.0,158.227484,160.876836,167.3303,114.891644,35.229632,169.124264
363,barry lategan,"Barry is one of the world's best known fashion and beauty photographers, famous for discovering Twiggy. This picture is from his award winning 1986 Pirelli calendar, arguably any fashion photographer's most celebrated assignment.",18.0,http://ecx.images-amazon.com/images/I/41ilEgV09dL._QL70_.jpg,432.0,"[u'18', u'24 in.']","Pirelli,",B016VGIYOA,24.0,432.0,1.0,2.0,241.512234667,240.140266667,240.250202667,12.7528586667,9.756512,241.576538667
364,michael filonow,Photograph Of Beta Fish on Black,24.0,http://ecx.images-amazon.com/images/I/41jrKpHNDXL._QL70_.jpg,360.0,"[u'24', u'20', u'0.1 in.']","Red Beta 3,",B01CC7AUHQ,20.0,480.0,0.75,1.0,23.798275,5.062105,5.29577,28.920215,74.69224,24.00902
365,jon bidwell,"Sabino Canyon 230 is a photograph taken in the Santa Catalina Mountains Recreation Area in Tucson, Arizona. Technical Information: This is a limited edition photograph produced on Epson Premium Presentation Fine Art Matte Media using an archival pigment. Each photograph is produced, signed and numbered by the artist. Only one hundred or fewer prints are produced in each series. Prints are delivered in a crystal clear presentation sleeve supported with a white backing board. On 8.5 x 11 media the printed image is 6 x 9 inches, leaving a one inch white border. This white border allows for for easy framing with or without a matte. Perfect for small spaces that need a splash of unique artistry. Please feel free to contact me with any additional questions you may have.",11.0,http://ecx.images-amazon.com/images/I/51YBO9gtbyL._QL70_.jpg,59.0,"[u'11', u'8.5', u'0.2 in.']","Sabino Canyon 230,",B00SSX7V0S,8.5,93.5,0.631016042781,1.0,168.430168798,171.13455243,177.937089514,43.7871918159,60.6291713555,187.80885422
366,cody choi,"Cody and his dance troup were warming up backstage at the Hong Kong Coliseum, alongside eight Shaolin monks who were also invited to perform. They had travelled afar from the monastery on the remote Mt Song in Henan province. Little Shaolin monk Dong Dong asked in Mandarin ""Can I have a go?"" And off he flipped. A precious moment was captured.",12.0,http://ecx.images-amazon.com/images/I/41KAv-4MzzL._QL70_.jpg,288.0,"[u'12', u'18 in.']","Shaolin Monk,",B016VGFTK2,18.0,216.0,1.33333333333,2.0,102.951009009,94.0761381381,71.9146786787,22.7335555556,99.6774954955,105.058534535
367,tom reed,winter surf crashes on a rock reef on the Mendocino Coast of Northern California,16.0,http://ecx.images-amazon.com/images/I/51QMkcgpOzL._QL70_.jpg,320.0,"[u'16', u'20', u'0.1 in.']","Storm Surf,",B00NNA1DO6,20.0,320.0,1.0,2.0,138.667201018,135.313435115,132.478015267,18.577653944,25.4264274809,138.684025445
368,hamish roots,Sunrise in the Lofoten Islands surrounded by traditional Norwegian fishing huts,8.0,http://ecx.images-amazon.com/images/I/31JPy8an0LL._QL70_.jpg,288.0,"[u'8', u'24 in.']","Svolvaer Rorbu,",B016VGLC30,24.0,192.0,1.5,2.0,144.04742515,123.844167665,125.319580838,70.8192215569,73.0422754491,148.476502994
369,danny lyon,"Gelatin Silver Print by the American photographer Danny Lyon, from 1968 (printed 1970) showcases two new prisoners at a Texas prison. Displayed in a black wood frame with white mat. Image Size: 8.75x13 in. Exhibited Rice University, Houston, TX.",8.75,http://ecx.images-amazon.com/images/I/41TuQzSp4-L._QL70_.jpg,3200.0,"[u'8.75', u'13 in.']","Texas Prison, New Prisoners,",B00EILKRP0,13.0,113.75,28.1318681319,4.0,172.107371859,173.167713568,171.420748744,47.6050452261,9.85542211055,173.303592965
370,mia collis,"Elephant orphanage in Kenya, The David Sheldrick Wildlife Trust",18.0,http://ecx.images-amazon.com/images/I/51nn2kScJnL._QL70_.jpg,288.0,"[u'18', u'12 in.']","Tsavo Dust Bath 5,",B016VGDN1Y,12.0,216.0,1.33333333333,2.0,169.33784985,106.616432432,68.9918558559,12.2299099099,157.933531532,169.366828829
371,joel degrand,"Window Dressing The words advertising, marketing, and branding, are sometimes considered to be synonymous in the world of buying and selling goods and services. However, from the onset of this series the intent of the photographs was not to imply any notion that consumerism, no matter how it is hyped is good or bad. I am simply taking a closer look and examining the complexities of how we perceive and visualize what goes on in store windows. I am more interested in the reflective, surreal, inside/outside relationship and the visual narrative that sometimes occurs when looking through a store window, both inside the store and outside in the ""real"" world. I want to show these two seemingly different worlds and how they collide into a plethora of interesting visual dynamics. For example, the warmly lit window interiors with still and motionless subject matter and cool daylight penetrating through and reflecting off of the glass. All of this takes place amid a sometimes booming, palpable city complete with sirens, horns honking, and people passing by. Some of the people ignore the reflection of light on the window and it's content inside, and some do an interactive dance around the window to see what's inside. Cupping their hands around their eyes, moving in and out so that outside reflections don't interfere with the quiet solitude of the manikins and sale items, and sometimes non-sale items, on the other side of a thin piece of glass. Rarely, do you see people looking at the reflection on the outside of the glass and the subject on the inside of the glass simultaneously. It's these complex juxtapositions of subject, reflections, color, light, and movement that I find fascinating and try to explore photographically. DeGrand © 2012",20.0,http://ecx.images-amazon.com/images/I/51SGIrJv4OL._QL70_.jpg,3500.0,"[u'20', u'24', u'0.3 in.']","Window Dressing - Untitled 69,",B00IRTAUTM,24.0,480.0,7.29166666667,3.0,133.681189189,134.087531532,124.143447447,50.4984924925,44.9106126126,138.409111111
